COMMENT_ID,AUTHOR,DATE,CONTENT,VIDEO_NAME,CLASS
Ugyzum57jnAbYrGcOkR4AaABAg,kratos8564,2020-08-24T17:42:43,why isn't this on spotify,taking the hobbits to isengard,2
UgwizAAIh-8HenqEfJB4AaABAg,jonathanbuiles4812,2024-12-21T19:56:57,After my in laws showed interest in watching LOTR we sat down to watch the movies. The second Legolas said the line I hopped up and started singing the song purely out of instinct. The look of confusion on their face and my wife's look of embarrassment still keeps me up at night. But it also makes me pull up this video and replay this banger,taking the hobbits to isengard,2
UgxuHp_KPu3tey-eHfZ4AaABAg,inSpireArgon,2021-04-20T17:05:49,Love him or hate him Legolas is  stating straight facts,taking the hobbits to isengard,2
UgzWfvvu6lsLr12RIu54AaABAg,GeoffreyHammy16,2018-01-30T23:20:15,a classic a legend an icon,taking the hobbits to isengard,2
UgyYoVyyOVCDdiWxqc94AaABAg,LightbladeRiulo,2017-08-26T04:12:57,The fact that Orlando Bloom himself has acknowledged this meme makes it beyond legendary.,taking the hobbits to isengard,2
UgyR1B8ieoa3NZfynh94AaABAg,alexlatenights2475,2025-02-15T01:36:19,I can't believe this hasn't broken a million views in 18 years,taking the hobbits to isengard,2
UgyJBPTDJ8l01nYPNy14AaABAg,Citinited,2022-09-26T07:55:59,This video answers many questions that fans may have about the Lord of the Rings  Q: Who is affected? A: The hobbits  Q: What are they doing to the hobbits? A: They are taking the hobbits  Q: Where are they taking the hobbits? A: They're taking the hobbits to Isengard,taking the hobbits to isengard,2
UgwVC3CtvTjcGcg1Qfd4AaABAg,colemims6977,2022-08-13T07:54:32,"My wife and I sat down to watch the series last night. Haven't seen the movies in over 10 years.  When Legolas said ""a balrog of morgoth"" in the movie it unlocked the song again in my head. Searched it immediately. Laughed hysterically. Showed my wife. She once again wonders why she married me😂",taking the hobbits to isengard,2
UgyLhy7wrbJL1vRth0B4AaABAg,yoursatan1929,2020-03-29T14:43:21,Russian version: They taking the hobbits to Stalingrad,taking the hobbits to isengard,2
Ugw9fpAO2hGa3uLhyC14AaABAg,She_Spriny,2025-02-21T11:38:06,This is the best discovery I made in my life THANK YOU TOLKIEN AND TANKS FANS FOR THIS GIFT,taking the hobbits to isengard,2
UgybG2sKuTrvS6Y8vGF4AaABAg,hintofginger3144,2019-02-14T06:26:54,This makes me want to take some hobbits to Isengard,taking the hobbits to isengard,2
UgzFjtrZj-0C6fmonhh4AaABAg,Unqualifiedmedicalperson,2020-06-01T16:57:53,Memes are not like a fine whiskey they do not get better with age.  This on the other hand will NEVER get old.,taking the hobbits to isengard,2
UgxXpskNv-yeRVnqNnp4AaABAg,Charlie-pu9bx,2023-08-02T23:05:57,This needs to be sent into space for the aliens. No context. Nothing. Just this masterpiece.,taking the hobbits to isengard,2
UgxmEMK9-Fogh_tI-1F4AaABAg,filmreilly,2025-01-05T23:45:41,Watching this with my son (first time for him) and when we got to this part I had to show him this legendary video.,taking the hobbits to isengard,2
UgzQGRAo67pgkZjX74d4AaABAg,cur1ouscatf1sh,2021-09-17T14:50:37,I’ve been thinking about this song everyday for the last two weeks because I’m in a new city and when I take the bus into town there’s a stop called Isenbart and I keep being sad because there’s never anyone around who I know well enough that I feel comfortable making a joke about taking the hobbits to Isenbart,taking the hobbits to isengard,2
Ugxg6GxuPvicJ9JPcXx4AaABAg,AjoirsAbraham,2020-04-14T18:07:16,I was watching LOTR yesterday. When Bloom said this very words my mind suddenly said the hobbits the hobbits. After 3 years of not watching it like i used to my mind still remember this masterpiece! Hahahahaha,taking the hobbits to isengard,2
Ugx4rnKTWRC0fJuKrIl4AaABAg,AlgernonCSwinburne,2018-10-11T05:24:52,Twelve years ago?! My how time flies.,taking the hobbits to isengard,2
UgxlmFIzkXSuXTxS5_t4AaABAg,felin3155,2025-02-08T23:43:23,18 years and this shit still bangs love it,taking the hobbits to isengard,2
Ugzn8qucVaSyKmRGAsl4AaABAg,Deeeeeeeee1,2023-08-15T10:33:13,This man was practically Tolkien for memes. He didn't invent them but refined and perfected the art and brought forth something beauty. Rest in Paradise.,taking the hobbits to isengard,2
UgwVmxv-rfENkj97APd4AaABAg,pokjatreview,2018-10-08T14:03:40,This meme will still be relevant a 1000 years after i died.,taking the hobbits to isengard,2
Ugx9mKz_8rywjGVXeF54AaABAg,TerrorTerros,2021-01-29T21:49:59,This belongs in  a museum.,taking the hobbits to isengard,2
UgwbOg5iQIO_SySB91t4AaABAg,mossie18,2024-10-07T20:28:06,Wow it's mad they managed to make 3 whole movies based on this one song,taking the hobbits to isengard,2
UgytdNP9QEfpnBfxlyR4AaABAg,desdemona7892,2021-04-06T02:11:05,The one song to rule them all,taking the hobbits to isengard,2
Ugy9AeQB-Tef0Qy0jNl4AaABAg,evilwifu,2020-07-14T11:37:19,"i was rewatching lotr two towers had to pause to look up this meme cause..  Legolas: ""theyre taking the hobbits to isengard!"" me: _what did you say?_",taking the hobbits to isengard,2
UgwQ4tnst79O61AWxv94AaABAg,broccoli5425,2021-05-08T01:04:39,What I love about Youtube and the internet in general is that it is able to perfectly freeze and preserve the humor of people throughout the years. Then people come back to it after years to reminisce. *I think that's just beautiful.*,taking the hobbits to isengard,2
Ugyl_7ZTOlzuaLZG2I54AaABAg,Bambi-Plays,2025-03-02T13:01:38,2025 anyone,taking the hobbits to isengard,2
Ugwyt3j8hlxWzf6CDzd4AaABAg,AlexandraBondArt,2020-03-19T08:48:56,After hearing people in Italy serenading each other from balconies during the Corona Virus pandemic here in 2020 I’m very tempted to sing “They’re taking the hobbits to Isengard” out my window and see who answers.,taking the hobbits to isengard,2
Ugyydg3ypJQ-_Othfz94AaABAg,melancholicenvy1717,2021-12-16T19:17:38,So I’m on call with my Dutch friends and I very seriously told my friend Jasmijn that “they’re taking the hobbits to Isenguard” because I suddenly remembered this marvellous song. She has NEVER heard of this song and miraculously she Deadass asked me “what did you say?”   I WAS IN STITCHES! I was genuinely cackling and she looked at me as if I was bloody mad I then ask her “how did you know” and the pure confusion made my day so of course I had to show her this song.,taking the hobbits to isengard,2
UgyId87vfZJGwJ8L1dl4AaABAg,gasterthemaster6490,2022-11-26T05:59:51,I am here to salute a fallen legend a hero that brought his tunes onto this land that sadly passed away not that long ago.  May your music echo trought the heavens.,taking the hobbits to isengard,2
UgzwZhzEpsgXUG-8rBN4AaABAg,Purpledictatorlinguist,2025-02-20T20:04:58,It seems as though the hobbits are being taken to Isengard,taking the hobbits to isengard,2
UgzRTmEOJENiBtoIDNF4AaABAg,mortyllien,2018-12-10T21:49:27,Its that time of year again. The time to watch this gem.,taking the hobbits to isengard,2
UgyuE30tcKFVcaMEm2t4AaABAg,Haawkeditz,2022-04-29T11:35:33,This was so big at the time that even Orlando Bloom himself sang with the cast!,taking the hobbits to isengard,2
UggUmA9IfhEyQHgCoAEC,ansixi4194,2015-12-18T09:06:44,What I learned: Gollum has horrible hearing Gollum hates elves and Legolas can't shut up about his field trip,taking the hobbits to isengard,2
UgxIlbvOLQYihdJgBEN4AaABAg,TheKingOfSteam2023,2024-10-30T09:15:19,Rest in peace Erwin you created my childhood this video was made just under a month before I was born. Every year since I was 5 I have watched this video. A staple in my life and a true memory will be held with it,taking the hobbits to isengard,2
UgykelATjPtlozrbBNV4AaABAg,spiderboyjw,2022-09-24T05:38:12,16 years later and still an absolute BANGER,taking the hobbits to isengard,2
UgwjwxrVhWL_hbX9B8R4AaABAg,Kat-ed7lt,2019-10-10T00:18:53,Nobody: My brain at 3am: THEY'RE TAKING THE HOBBITS TO ISENGARD GARD GARD GARD GARD-,taking the hobbits to isengard,2
UgzqjX9qvd2dLo1NXU14AaABAg,0predelenie,2020-01-02T15:29:27,2020: still taking the hobbits to Isengard,taking the hobbits to isengard,2
UgyXxWPZ5EWcb6PXEuV4AaABAg,OffKrouk,2025-02-24T18:08:45,I wish time travel was real so I can steal this idea,taking the hobbits to isengard,2
Ugw4WKCVvitN4sNVXbF4AaABAg,firzen3697,2019-03-18T17:01:38,One does not simply stop listening to this remix,taking the hobbits to isengard,2
UgyDYfP_AS8AG75WFwN4AaABAg,emiliafengler5105,2021-11-10T21:08:49,It’s nearly 2022 and I’m still coming back for this piece of art  Edit: it’s now 2022 and I’m still coming back :D,taking the hobbits to isengard,2
UgjW77gIc0VKq3gCoAEC,lautarofm1,2014-11-27T05:44:20,I like the part when he says they are taking the hobbits to isengard,taking the hobbits to isengard,2
UgyovnKhgzwO2VaKzyF4AaABAg,animangaclandora,2025-03-13T06:02:28,This Mashed Taters and Why is the Rum gone have lived rent free in my head for the last 18 years and I wouldn't have it any other way.,taking the hobbits to isengard,2
UgwBVNKqaIrGU1s5x894AaABAg,whammy5142,2019-10-14T02:48:09,A day may come when we forget this masterpiece.  But it is not this day!,taking the hobbits to isengard,2
UgwuoLXluxtUkSXqtnJ4AaABAg,abdelrhmanmahmoud7619,2019-06-29T17:57:50,2006: leave now and never come back 2019 rewatching the trilogy: ah shit here we go again,taking the hobbits to isengard,2
Ugx5Lvtt2E4N_sX7UTd4AaABAg,Funinightmare,2018-03-26T20:43:40,For 12 years Gollum has told everyone to leave after the song ended and he warned us to never come back...but we never ever listened to him.,taking the hobbits to isengard,2
UgzF3w98JEBxq8AlDlx4AaABAg,richardsh,2024-12-23T01:49:30,I remember seeing this video so many years ago when I was in middle school 😂😂😂😂😂😂 I’m back here in 2024.,taking the hobbits to isengard,2
UgwNsLgFXJivvs7fQGR4AaABAg,blue_ocean2142,2019-08-13T15:36:42,This meme even has its own German Wikipedia page. That says everything.,taking the hobbits to isengard,2
Ugzc20LEaYtThXgUvYx4AaABAg,iwantnumber9676,2020-01-09T09:35:40,Deaf people: Well at least i can read the song from lyrics. Lyrics : [Music],taking the hobbits to isengard,2
UgwLtf2BcOBTJlDtKTt4AaABAg,jaredlong231,2022-11-18T04:47:12,This 2 minute video is better than the entirety of rings of power,taking the hobbits to isengard,2
UgwmhJjdjtm9na3u82p4AaABAg,General-Z6,2024-09-30T23:58:27,18 years later still a masterpiece,taking the hobbits to isengard,2
Ugwo7Ex9t3mUeUxueXp4AaABAg,emilymountain5442,2021-05-03T00:47:55,“Right. So where are we going?”- Pippin 2021,taking the hobbits to isengard,2
UgxBjE8yJuD0X4PiisZ4AaABAg,user-td1jj8ll8y,2021-06-06T12:29:12,"*Complete Lyrics:* They're taking the hobbits to Isengard (x7) Gard gard gard gard They're taking the hobbits to Isengard Gard gard ga-gard gard They're taking the hobbits to Isengard (x3) What did you say? The hobbits the hobbits the hobbits the hobbits to Isengard to Isengard (x3) They're taking the hobbits to Isengard Gard ga-ga-ga-gard  *remix*  Tell me where is Gandalf for I much desire to speak with him (x2) A Balrog of Morgoth - what did you say? (x2) They're taking the hobbits to Isengard - stupid fat hobbit (x2) They're taking the hobbits to Isengard (x3) Stupid fat hobbit. Leave now and never come back!  ""They're taking the hobbits to Isengard"" by Legolas of the Woodland Realm feat. Smeagol as Gollum and Celeborn Lord of Lothlorien.",taking the hobbits to isengard,2
Ugygh4KD_2qXcCOks3h4AaABAg,mytho_actual,2018-02-06T23:40:07,12* Years ago? Holy shit this never gets old.,taking the hobbits to isengard,2
Ugw_5iTCIAN7lTW1yqV4AaABAg,nickprince8412,2025-03-26T08:59:20,this meme was around since i was a teen love this this was a big part of my teen years,taking the hobbits to isengard,2
UgxXnn_0PSJJk_zfmzZ4AaABAg,mouserbull11,2024-12-31T00:26:55,December 30 2024 watching the trilogy again now i searched this master piece,taking the hobbits to isengard,2
